species,networks,Taxonomy,Notes
Unidentified sp197 M_PL_057,M_PL_057,None,
Unidentified sp198 M_PL_044,M_PL_044,None,
Unidentified sp198 M_PL_057,M_PL_057,None,
Unidentified sp199 M_PL_044,M_PL_044,None,
Unidentified sp199 M_PL_057,M_PL_057,None,
Unidentified sp2 M_PL_013,M_PL_013,None,
Unidentified sp2 M_PL_019,M_PL_019,None,
Unidentified sp2 M_PL_044,M_PL_044,None,
Unidentified sp2 M_PL_045,M_PL_045,None,
Unidentified sp2 M_PL_051,M_PL_051,None,
Unidentified sp2 M_PL_054,M_PL_054,None,
Unidentified sp2 M_PL_055,M_PL_055,None,
Unidentified sp2 M_PL_056,M_PL_056,None,
Unidentified sp2 M_PL_057,M_PL_057,None,
Unidentified sp2 M_PL_084,M_PL_061_01,None,
Unidentified sp2 M_PL_085,M_PL_061_02,None,
Unidentified sp2 M_PL_086,M_PL_061_03,None,
Unidentified sp2 M_PL_087,M_PL_061_04,None,
Unidentified sp2 M_PL_088,M_PL_061_05,None,
Unidentified sp2 M_PL_089,M_PL_061_06,None,
Unidentified sp2 M_PL_090,M_PL_061_07,None,
Unidentified sp2 M_PL_091,M_PL_061_08,None,
Unidentified sp2 M_PL_092,M_PL_061_09,None,
Unidentified sp2 M_PL_093,M_PL_061_10,None,
Unidentified sp2 M_PL_095,M_PL_061_12,None,
Unidentified sp2 M_PL_096,M_PL_061_13,None,
Unidentified sp2 M_PL_098,M_PL_061_15,None,
Unidentified sp2 M_PL_099,M_PL_061_16,None,
Unidentified sp2 M_PL_101,M_PL_061_18,None,
Unidentified sp2 M_PL_104,M_PL_061_21,None,
Unidentified sp2 M_PL_106,M_PL_061_23,None,
Unidentified sp2 M_PL_107,M_PL_061_24,None,
Unidentified sp2 M_PL_111,M_PL_061_28,None,
Unidentified sp2 M_PL_114,M_PL_061_31,None,
Unidentified sp2 M_PL_115,M_PL_061_32,None,
Unidentified sp2 M_PL_119,M_PL_061_36,None,
Unidentified sp2 M_PL_120,M_PL_061_37,None,
Unidentified sp2 M_PL_121,M_PL_061_38,None,
Unidentified sp2 M_PL_122,M_PL_061_39,None,
Unidentified sp2 M_PL_127,M_PL_061_44,None,
Unidentified sp2 M_PL_129,M_PL_061_46,None,
Unidentified sp2 M_PL_130,M_PL_061_47,None,
Unidentified sp20 M_PL_013,M_PL_013,None,
Unidentified sp20 M_PL_051,M_PL_051,None,
Unidentified sp20 M_PL_055,M_PL_055,None,
Unidentified sp20 M_PL_056,M_PL_056,None,
Unidentified sp20 M_PL_057,M_PL_057,None,
Unidentified sp200 M_PL_044,M_PL_044,None,
Unidentified sp200 M_PL_057,M_PL_057,None,
Unidentified sp201 M_PL_044,M_PL_044,None,
Unidentified sp201 M_PL_057,M_PL_057,None,
Unidentified sp202 M_PL_044,M_PL_044,None,
Unidentified sp202 M_PL_057,M_PL_057,None,
Unidentified sp203 M_PL_044,M_PL_044,None,
Unidentified sp203 M_PL_057,M_PL_057,None,
Unidentified sp204 M_PL_044,M_PL_044,None,
Unidentified sp204 M_PL_057,M_PL_057,None,
Unidentified sp205 M_PL_044,M_PL_044,None,
Unidentified sp205 M_PL_057,M_PL_057,None,
Unidentified sp206 M_PL_044,M_PL_044,None,
Unidentified sp206 M_PL_057,M_PL_057,None,
Unidentified sp207 M_PL_044,M_PL_044,None,
Unidentified sp207 M_PL_057,M_PL_057,None,
Unidentified sp208 M_PL_044,M_PL_044,None,
Unidentified sp208 M_PL_057,M_PL_057,None,
Unidentified sp209 M_PL_044,M_PL_044,None,
Unidentified sp209 M_PL_057,M_PL_057,None,
Unidentified sp21 M_PL_044,M_PL_044,None,
Unidentified sp21 M_PL_051,M_PL_051,None,
Unidentified sp21 M_PL_054,M_PL_054,None,
Unidentified sp21 M_PL_055,M_PL_055,None,
Unidentified sp21 M_PL_056,M_PL_056,None,
Unidentified sp21 M_PL_057,M_PL_057,None,
Unidentified sp210 M_PL_044,M_PL_044,None,
Unidentified sp210 M_PL_057,M_PL_057,None,
Unidentified sp211 M_PL_044,M_PL_044,None,
Unidentified sp211 M_PL_057,M_PL_057,None,
Unidentified sp212 M_PL_044,M_PL_044,None,
Unidentified sp212 M_PL_057,M_PL_057,None,
Unidentified sp213 M_PL_044,M_PL_044,None,
Unidentified sp213 M_PL_057,M_PL_057,None,
Unidentified sp214 M_PL_044,M_PL_044,None,
Unidentified sp214 M_PL_057,M_PL_057,None,
Unidentified sp215 M_PL_044,M_PL_044,None,
Unidentified sp215 M_PL_057,M_PL_057,None,
Unidentified sp216 M_PL_044,M_PL_044,None,
Unidentified sp216 M_PL_057,M_PL_057,None,
Unidentified sp217 M_PL_044,M_PL_044,None,
Unidentified sp217 M_PL_057,M_PL_057,None,
Unidentified sp218 M_PL_044,M_PL_044,None,
Unidentified sp218 M_PL_057,M_PL_057,None,
Unidentified sp219 M_PL_044,M_PL_044,None,
Unidentified sp219 M_PL_057,M_PL_057,None,
Unidentified sp22 M_PL_013,M_PL_013,None,
Unidentified sp22 M_PL_044,M_PL_044,None,
Unidentified sp22 M_PL_051,M_PL_051,None,
Unidentified sp22 M_PL_054,M_PL_054,None,
Unidentified sp22 M_PL_055,M_PL_055,None,
Unidentified sp22 M_PL_056,M_PL_056,None,
Unidentified sp22 M_PL_057,M_PL_057,None,
Unidentified sp220 M_PL_044,M_PL_044,None,
Unidentified sp220 M_PL_057,M_PL_057,None,
Unidentified sp221 M_PL_044,M_PL_044,None,
Unidentified sp221 M_PL_057,M_PL_057,None,
Unidentified sp222 M_PL_044,M_PL_044,None,
Unidentified sp222 M_PL_057,M_PL_057,None,
Unidentified sp223 M_PL_044,M_PL_044,None,
Unidentified sp223 M_PL_057,M_PL_057,None,
Unidentified sp224 M_PL_044,M_PL_044,None,
Unidentified sp224 M_PL_057,M_PL_057,None,
Unidentified sp225 M_PL_044,M_PL_044,None,
Unidentified sp225 M_PL_057,M_PL_057,None,
Unidentified sp226 M_PL_044,M_PL_044,None,
Unidentified sp226 M_PL_057,M_PL_057,None,
Unidentified sp227 M_PL_044,M_PL_044,None,
Unidentified sp227 M_PL_057,M_PL_057,None,
Unidentified sp228 M_PL_044,M_PL_044,None,
Unidentified sp228 M_PL_057,M_PL_057,None,
Unidentified sp229 M_PL_044,M_PL_044,None,
Unidentified sp229 M_PL_057,M_PL_057,None,
Unidentified sp23 M_PL_044,M_PL_044,None,
Unidentified sp23 M_PL_054,M_PL_054,None,
Unidentified sp23 M_PL_055,M_PL_055,None,
Unidentified sp23 M_PL_056,M_PL_056,None,
Unidentified sp23 M_PL_057,M_PL_057,None,
Unidentified sp230 M_PL_044,M_PL_044,None,
Unidentified sp230 M_PL_057,M_PL_057,None,
Unidentified sp231 M_PL_044,M_PL_044,None,
Unidentified sp231 M_PL_057,M_PL_057,None,
Unidentified sp232 M_PL_044,M_PL_044,None,
Unidentified sp232 M_PL_057,M_PL_057,None,
Unidentified sp233 M_PL_044,M_PL_044,None,
Unidentified sp233 M_PL_057,M_PL_057,None,
Unidentified sp234 M_PL_044,M_PL_044,None,
Unidentified sp234 M_PL_057,M_PL_057,None,
Unidentified sp235 M_PL_044,M_PL_044,None,
Unidentified sp235 M_PL_057,M_PL_057,None,
Unidentified sp236 M_PL_044,M_PL_044,None,
Unidentified sp236 M_PL_057,M_PL_057,None,
Unidentified sp237 M_PL_044,M_PL_044,None,
Unidentified sp237 M_PL_057,M_PL_057,None,
Unidentified sp238 M_PL_044,M_PL_044,None,
Unidentified sp238 M_PL_057,M_PL_057,None,
Unidentified sp239 M_PL_044,M_PL_044,None,
Unidentified sp239 M_PL_057,M_PL_057,None,
Unidentified sp24 M_PL_013,M_PL_013,None,
Unidentified sp24 M_PL_044,M_PL_044,None,
Unidentified sp24 M_PL_054,M_PL_054,None,
Unidentified sp24 M_PL_056,M_PL_056,None,
Unidentified sp24 M_PL_057,M_PL_057,None,
Unidentified sp240 M_PL_044,M_PL_044,None,
Unidentified sp240 M_PL_057,M_PL_057,None,
Unidentified sp241 M_PL_044,M_PL_044,None,
Unidentified sp241 M_PL_057,M_PL_057,None,
Unidentified sp242 M_PL_044,M_PL_044,None,
Unidentified sp242 M_PL_057,M_PL_057,None,
Unidentified sp243 M_PL_044,M_PL_044,None,
Unidentified sp243 M_PL_057,M_PL_057,None,
Unidentified sp244 M_PL_044,M_PL_044,None,
Unidentified sp244 M_PL_057,M_PL_057,None,
Unidentified sp245 M_PL_044,M_PL_044,None,
Unidentified sp245 M_PL_057,M_PL_057,None,
Unidentified sp246 M_PL_044,M_PL_044,None,
Unidentified sp246 M_PL_057,M_PL_057,None,
Unidentified sp247 M_PL_044,M_PL_044,None,
Unidentified sp247 M_PL_057,M_PL_057,None,
Unidentified sp248 M_PL_044,M_PL_044,None,
Unidentified sp248 M_PL_057,M_PL_057,None,
Unidentified sp249 M_PL_044,M_PL_044,None,
Unidentified sp249 M_PL_057,M_PL_057,None,
Unidentified sp25 M_PL_013,M_PL_013,None,
Unidentified sp25 M_PL_044,M_PL_044,None,
Unidentified sp25 M_PL_051,M_PL_051,None,
Unidentified sp25 M_PL_054,M_PL_054,None,
Unidentified sp25 M_PL_056,M_PL_056,None,
Unidentified sp25 M_PL_057,M_PL_057,None,
Unidentified sp250 M_PL_044,M_PL_044,None,
Unidentified sp250 M_PL_057,M_PL_057,None,
Unidentified sp251 M_PL_044,M_PL_044,None,
Unidentified sp251 M_PL_057,M_PL_057,None,
Unidentified sp252 M_PL_044,M_PL_044,None,
Unidentified sp252 M_PL_057,M_PL_057,None,
Unidentified sp253 M_PL_044,M_PL_044,None,
Unidentified sp253 M_PL_057,M_PL_057,None,
Unidentified sp254 M_PL_044,M_PL_044,None,
Unidentified sp254 M_PL_057,M_PL_057,None,
Unidentified sp255 M_PL_044,M_PL_044,None,
Unidentified sp255 M_PL_057,M_PL_057,None,
Unidentified sp256 M_PL_044,M_PL_044,None,
Unidentified sp256 M_PL_057,M_PL_057,None,
Unidentified sp257 M_PL_044,M_PL_044,None,
Unidentified sp257 M_PL_057,M_PL_057,None,
Unidentified sp258 M_PL_044,M_PL_044,None,
Unidentified sp258 M_PL_057,M_PL_057,None,
Unidentified sp259 M_PL_044,M_PL_044,None,
Unidentified sp259 M_PL_057,M_PL_057,None,
Unidentified sp26 M_PL_013,M_PL_013,None,
Unidentified sp26 M_PL_044,M_PL_044,None,
Unidentified sp26 M_PL_051,M_PL_051,None,
Unidentified sp26 M_PL_054,M_PL_054,None,
Unidentified sp26 M_PL_056,M_PL_056,None,
Unidentified sp26 M_PL_057,M_PL_057,None,
Unidentified sp260 M_PL_044,M_PL_044,None,
Unidentified sp260 M_PL_057,M_PL_057,None,
Unidentified sp261 M_PL_057,M_PL_057,None,
Unidentified sp262 M_PL_057,M_PL_057,None,
Unidentified sp263 M_PL_057,M_PL_057,None,
Unidentified sp264 M_PL_057,M_PL_057,None,
Unidentified sp265 M_PL_057,M_PL_057,None,
Unidentified sp266 M_PL_057,M_PL_057,None,
Unidentified sp267 M_PL_057,M_PL_057,None,
Unidentified sp268 M_PL_057,M_PL_057,None,
Unidentified sp269 M_PL_057,M_PL_057,None,
Unidentified sp27 M_PL_013,M_PL_013,None,
Unidentified sp27 M_PL_044,M_PL_044,None,
Unidentified sp27 M_PL_051,M_PL_051,None,
Unidentified sp27 M_PL_054,M_PL_054,None,
Unidentified sp27 M_PL_056,M_PL_056,None,
Unidentified sp27 M_PL_057,M_PL_057,None,
Unidentified sp270 M_PL_057,M_PL_057,None,
Unidentified sp271 M_PL_057,M_PL_057,None,
Unidentified sp272 M_PL_057,M_PL_057,None,
Unidentified sp273 M_PL_057,M_PL_057,None,
Unidentified sp274 M_PL_057,M_PL_057,None,
Unidentified sp275 M_PL_057,M_PL_057,None,
Unidentified sp276 M_PL_057,M_PL_057,None,
Unidentified sp277 M_PL_057,M_PL_057,None,
Unidentified sp278 M_PL_057,M_PL_057,None,
Unidentified sp279 M_PL_057,M_PL_057,None,
Unidentified sp28 M_PL_013,M_PL_013,None,
Unidentified sp28 M_PL_044,M_PL_044,None,
Unidentified sp28 M_PL_054,M_PL_054,None,
Unidentified sp28 M_PL_056,M_PL_056,None,
Unidentified sp28 M_PL_057,M_PL_057,None,
Unidentified sp280 M_PL_057,M_PL_057,None,
Unidentified sp281 M_PL_057,M_PL_057,None,
Unidentified sp282 M_PL_057,M_PL_057,None,
Unidentified sp283 M_PL_057,M_PL_057,None,
Unidentified sp284 M_PL_057,M_PL_057,None,
Unidentified sp285 M_PL_057,M_PL_057,None,
Unidentified sp286 M_PL_057,M_PL_057,None,
Unidentified sp287 M_PL_057,M_PL_057,None,
Unidentified sp288 M_PL_057,M_PL_057,None,
Unidentified sp289 M_PL_057,M_PL_057,None,
Unidentified sp29 M_PL_013,M_PL_013,None,
Unidentified sp29 M_PL_044,M_PL_044,None,
Unidentified sp29 M_PL_051,M_PL_051,None,
Unidentified sp29 M_PL_054,M_PL_054,None,
Unidentified sp29 M_PL_056,M_PL_056,None,
Unidentified sp29 M_PL_057,M_PL_057,None,
Unidentified sp290 M_PL_057,M_PL_057,None,
Unidentified sp291 M_PL_057,M_PL_057,None,
Unidentified sp292 M_PL_057,M_PL_057,None,
Unidentified sp293 M_PL_057,M_PL_057,None,
Unidentified sp294 M_PL_057,M_PL_057,None,
Unidentified sp295 M_PL_057,M_PL_057,None,
Unidentified sp296 M_PL_057,M_PL_057,None,
Unidentified sp297 M_PL_057,M_PL_057,None,
Unidentified sp298 M_PL_057,M_PL_057,None,
Unidentified sp299 M_PL_057,M_PL_057,None,
Unidentified sp3 M_PL_013,M_PL_013,None,
Unidentified sp3 M_PL_019,M_PL_019,None,
Unidentified sp3 M_PL_044,M_PL_044,None,
Unidentified sp3 M_PL_045,M_PL_045,None,
Unidentified sp3 M_PL_051,M_PL_051,None,
Unidentified sp3 M_PL_054,M_PL_054,None,
Unidentified sp3 M_PL_055,M_PL_055,None,
Unidentified sp3 M_PL_056,M_PL_056,None,
Unidentified sp3 M_PL_057,M_PL_057,None,
Unidentified sp3 M_PL_089,M_PL_061_06,None,
Unidentified sp3 M_PL_090,M_PL_061_07,None,
Unidentified sp3 M_PL_091,M_PL_061_08,None,
Unidentified sp3 M_PL_092,M_PL_061_09,None,
Unidentified sp3 M_PL_094,M_PL_061_11,None,
Unidentified sp3 M_PL_095,M_PL_061_12,None,
Unidentified sp3 M_PL_096,M_PL_061_13,None,
Unidentified sp3 M_PL_098,M_PL_061_15,None,
Unidentified sp3 M_PL_099,M_PL_061_16,None,
Unidentified sp3 M_PL_101,M_PL_061_18,None,
Unidentified sp3 M_PL_102,M_PL_061_19,None,
Unidentified sp3 M_PL_104,M_PL_061_21,None,
Unidentified sp3 M_PL_106,M_PL_061_23,None,
Unidentified sp3 M_PL_107,M_PL_061_24,None,
Unidentified sp3 M_PL_114,M_PL_061_31,None,
Unidentified sp3 M_PL_115,M_PL_061_32,None,
Unidentified sp3 M_PL_120,M_PL_061_37,None,
Unidentified sp3 M_PL_121,M_PL_061_38,None,
Unidentified sp3 M_PL_123,M_PL_061_40,None,
Unidentified sp3 M_PL_128,M_PL_061_45,None,
Unidentified sp3 M_PL_129,M_PL_061_46,None,
Unidentified sp3 M_PL_130,M_PL_061_47,None,
Unidentified sp30 M_PL_013,M_PL_013,None,
Unidentified sp30 M_PL_044,M_PL_044,None,
Unidentified sp30 M_PL_051,M_PL_051,None,
Unidentified sp30 M_PL_054,M_PL_054,None,
Unidentified sp30 M_PL_056,M_PL_056,None,
Unidentified sp30 M_PL_057,M_PL_057,None,
Unidentified sp300 M_PL_057,M_PL_057,None,
Unidentified sp301 M_PL_057,M_PL_057,None,
Unidentified sp302 M_PL_057,M_PL_057,None,
Unidentified sp303 M_PL_057,M_PL_057,None,
Unidentified sp304 M_PL_057,M_PL_057,None,
Unidentified sp305 M_PL_057,M_PL_057,None,
Unidentified sp306 M_PL_057,M_PL_057,None,
Unidentified sp307 M_PL_057,M_PL_057,None,
Unidentified sp308 M_PL_057,M_PL_057,None,
Unidentified sp309 M_PL_057,M_PL_057,None,
Unidentified sp31 M_PL_013,M_PL_013,None,
Unidentified sp31 M_PL_044,M_PL_044,None,
Unidentified sp31 M_PL_051,M_PL_051,None,
Unidentified sp31 M_PL_054,M_PL_054,None,
Unidentified sp31 M_PL_056,M_PL_056,None,
Unidentified sp31 M_PL_057,M_PL_057,None,
Unidentified sp310 M_PL_057,M_PL_057,None,
Unidentified sp311 M_PL_057,M_PL_057,None,
Unidentified sp312 M_PL_057,M_PL_057,None,
Unidentified sp313 M_PL_057,M_PL_057,None,
Unidentified sp314 M_PL_057,M_PL_057,None,
Unidentified sp315 M_PL_057,M_PL_057,None,
Unidentified sp316 M_PL_057,M_PL_057,None,
Unidentified sp317 M_PL_057,M_PL_057,None,
Unidentified sp318 M_PL_057,M_PL_057,None,
Unidentified sp319 M_PL_057,M_PL_057,None,
Unidentified sp32 M_PL_013,M_PL_013,None,
Unidentified sp32 M_PL_044,M_PL_044,None,
Unidentified sp32 M_PL_051,M_PL_051,None,
Unidentified sp32 M_PL_054,M_PL_054,None,
Unidentified sp32 M_PL_056,M_PL_056,None,
Unidentified sp32 M_PL_057,M_PL_057,None,
Unidentified sp320 M_PL_057,M_PL_057,None,
Unidentified sp321 M_PL_057,M_PL_057,None,
Unidentified sp322 M_PL_057,M_PL_057,None,
Unidentified sp323 M_PL_057,M_PL_057,None,
Unidentified sp324 M_PL_057,M_PL_057,None,
Unidentified sp325 M_PL_057,M_PL_057,None,
Unidentified sp326 M_PL_057,M_PL_057,None,
Unidentified sp327 M_PL_057,M_PL_057,None,
Unidentified sp328 M_PL_057,M_PL_057,None,
Unidentified sp329 M_PL_057,M_PL_057,None,
Unidentified sp33 M_PL_013,M_PL_013,None,
Unidentified sp33 M_PL_044,M_PL_044,None,
Unidentified sp33 M_PL_054,M_PL_054,None,
Unidentified sp33 M_PL_056,M_PL_056,None,
Unidentified sp33 M_PL_057,M_PL_057,None,
Unidentified sp330 M_PL_057,M_PL_057,None,
Unidentified sp331 M_PL_057,M_PL_057,None,
Unidentified sp332 M_PL_057,M_PL_057,None,
Unidentified sp333 M_PL_057,M_PL_057,None,
Unidentified sp334 M_PL_057,M_PL_057,None,
Unidentified sp335 M_PL_057,M_PL_057,None,
Unidentified sp336 M_PL_057,M_PL_057,None,
Unidentified sp337 M_PL_057,M_PL_057,None,
Unidentified sp338 M_PL_057,M_PL_057,None,
Unidentified sp339 M_PL_057,M_PL_057,None,
Unidentified sp34 M_PL_013,M_PL_013,None,
Unidentified sp34 M_PL_044,M_PL_044,None,
Unidentified sp34 M_PL_054,M_PL_054,None,
Unidentified sp34 M_PL_056,M_PL_056,None,
Unidentified sp34 M_PL_057,M_PL_057,None,
Unidentified sp340 M_PL_057,M_PL_057,None,
Unidentified sp341 M_PL_057,M_PL_057,None,
Unidentified sp342 M_PL_057,M_PL_057,None,
Unidentified sp343 M_PL_057,M_PL_057,None,
Unidentified sp345 M_PL_057,M_PL_057,None,
Unidentified sp346 M_PL_057,M_PL_057,None,
Unidentified sp347 M_PL_057,M_PL_057,None,
Unidentified sp348 M_PL_057,M_PL_057,None,
Unidentified sp349 M_PL_057,M_PL_057,None,
Unidentified sp35 M_PL_013,M_PL_013,None,
Unidentified sp35 M_PL_044,M_PL_044,None,
Unidentified sp35 M_PL_056,M_PL_056,None,
Unidentified sp35 M_PL_057,M_PL_057,None,
Unidentified sp35 M_PL_058,M_PL_058,None,
Unidentified sp350 M_PL_057,M_PL_057,None,
Unidentified sp351 M_PL_057,M_PL_057,None,
Unidentified sp352 M_PL_057,M_PL_057,None,
Unidentified sp353 M_PL_057,M_PL_057,None,
Unidentified sp354 M_PL_057,M_PL_057,None,
Unidentified sp355 M_PL_057,M_PL_057,None,
Unidentified sp356 M_PL_057,M_PL_057,None,
Unidentified sp357 M_PL_057,M_PL_057,None,
Unidentified sp358 M_PL_057,M_PL_057,None,
Unidentified sp359 M_PL_057,M_PL_057,None,
Unidentified sp36 M_PL_013,M_PL_013,None,
Unidentified sp36 M_PL_017,M_PL_017,None,
Unidentified sp36 M_PL_044,M_PL_044,None,
Unidentified sp36 M_PL_056,M_PL_056,None,
Unidentified sp36 M_PL_057,M_PL_057,None,
Unidentified sp36 M_PL_058,M_PL_058,None,
Unidentified sp360 M_PL_057,M_PL_057,None,
Unidentified sp361 M_PL_057,M_PL_057,None,
Unidentified sp362 M_PL_057,M_PL_057,None,
Unidentified sp363 M_PL_057,M_PL_057,None,
Unidentified sp364 M_PL_057,M_PL_057,None,
Unidentified sp365 M_PL_057,M_PL_057,None,
Unidentified sp366 M_PL_057,M_PL_057,None,
Unidentified sp367 M_PL_057,M_PL_057,None,
Unidentified sp368 M_PL_057,M_PL_057,None,
Unidentified sp369 M_PL_057,M_PL_057,None,
Unidentified sp37 M_PL_044,M_PL_044,None,
Unidentified sp37 M_PL_051,M_PL_051,None,
Unidentified sp37 M_PL_056,M_PL_056,None,
Unidentified sp37 M_PL_057,M_PL_057,None,
Unidentified sp37 M_PL_058,M_PL_058,None,
Unidentified sp370 M_PL_057,M_PL_057,None,
Unidentified sp371 M_PL_057,M_PL_057,None,
Unidentified sp372 M_PL_057,M_PL_057,None,
Unidentified sp373 M_PL_057,M_PL_057,None,
Unidentified sp374 M_PL_057,M_PL_057,None,
Unidentified sp375 M_PL_057,M_PL_057,None,
Unidentified sp376 M_PL_057,M_PL_057,None,
Unidentified sp377 M_PL_057,M_PL_057,None,
Unidentified sp378 M_PL_057,M_PL_057,None,
Unidentified sp379 M_PL_057,M_PL_057,None,
Unidentified sp38 M_PL_044,M_PL_044,None,
Unidentified sp38 M_PL_051,M_PL_051,None,
Unidentified sp38 M_PL_056,M_PL_056,None,
Unidentified sp38 M_PL_057,M_PL_057,None,
Unidentified sp38 M_PL_058,M_PL_058,None,
Unidentified sp380 M_PL_057,M_PL_057,None,
Unidentified sp381 M_PL_057,M_PL_057,None,
Unidentified sp382 M_PL_057,M_PL_057,None,
Unidentified sp385 M_PL_057,M_PL_057,None,
Unidentified sp386 M_PL_057,M_PL_057,None,
Unidentified sp387 M_PL_057,M_PL_057,None,
Unidentified sp388 M_PL_057,M_PL_057,None,
Unidentified sp389 M_PL_057,M_PL_057,None,
Unidentified sp39 M_PL_044,M_PL_044,None,
Unidentified sp39 M_PL_051,M_PL_051,None,
Unidentified sp39 M_PL_056,M_PL_056,None,
Unidentified sp39 M_PL_057,M_PL_057,None,
Unidentified sp39 M_PL_058,M_PL_058,None,
Unidentified sp390 M_PL_057,M_PL_057,None,
